"id","carat","cut","color","clarity","depth","table","price","x","y","z"
"10481",0.91,"Very Good","E","VS2",59.4,59,4795,6.3,6.36,3.76
"10483",1.25,"Ideal","I","VS2",60,57,4795,7.07,7.02,4.23
"10485",1.01,"Premium","F","SI2",62.2,57,4796,6.43,6.36,3.98
"10489",1.01,"Ideal","F","SI2",60,57,4796,6.55,6.51,3.92
"10494",1.02,"Premium","H","SI2",62.6,58,4798,6.44,6.4,4.02
"10495",0.76,"Very Good","E","IF",61.9,56,4798,5.83,5.85,3.62
"10502",1,"Fair","F","SI1",65.4,59,4798,6.27,6.2,4.08
"10503",1.02,"Ideal","H","VVS2",60.9,57,4798,6.49,6.44,3.94
"10507",1.02,"Ideal","E","SI2",60.3,57,4798,6.53,6.5,3.95
"10508",1.02,"Ideal","D","SI1",62.1,53,4798,6.43,6.38,3.98
"10510",1.07,"Ideal","E","SI2",61.2,56,4799,6.63,6.66,4.07
"10515",0.9,"Ideal","F","VS2",62.6,56,4801,6.16,6.23,3.88
"10522",1.04,"Ideal","E","SI2",61.4,56,4804,6.5,6.56,4.01
"10524",1.01,"Ideal","D","SI2",63,54,4805,6.43,6.39,4.04
"10525",1.01,"Premium","G","SI1",60,58,4805,6.55,6.51,3.92
"10540",1,"Ideal","E","SI2",62.9,55,4808,6.38,6.41,4.02
"10554",1.02,"Very Good","E","SI1",60.5,63,4813,6.48,6.54,3.94
"10559",1.11,"Very Good","G","SI2",58.5,61,4816,6.74,6.8,3.96
"10564",1.05,"Ideal","F","SI1",61.8,57,4816,6.54,6.51,4.03
"10572",0.94,"Premium","D","SI1",58.4,58,4817,6.51,6.41,3.77
"10573",1.02,"Premium","D","SI2",62.5,59,4818,6.38,6.43,4
"10588",0.91,"Ideal","E","SI2",62.4,57,4821,6.17,6.21,3.86
"10597",1.21,"Good","J","SI2",61.1,60.8,4824,6.83,6.89,4.18
"10606",1.17,"Good","H","SI2",63.8,58,4826,6.57,6.73,4.24
"10620",1.1,"Premium","E","SI2",60.7,58,4829,6.77,6.65,4.07
"10624",1.07,"Premium","H","VS2",58.9,58,4830,6.7,6.65,3.93
"10625",1.07,"Ideal","H","SI1",62,57,4830,6.51,6.56,4.05
"10634",1.15,"Premium","H","SI2",62,58,4830,6.7,6.66,4.14
"10637",1.2,"Ideal","J","SI1",61.6,57,4831,6.79,6.87,4.21
"10643",0.93,"Premium","G","VS2",62.2,59,4834,6.21,6.26,3.88
"10644",1.11,"Very Good","G","VS2",63.4,56,4834,6.62,6.54,4.18
"10671",1.01,"Premium","H","VS2",60.5,58,4839,6.46,6.4,3.89
"10672",1.03,"Ideal","D","SI2",60.7,55,4839,6.61,6.53,3.99
"10674",1.14,"Very Good","I","SI1",62.6,55,4840,6.66,6.72,4.19
"10675",1.07,"Ideal","H","SI2",62.4,55,4840,6.56,6.59,4.1
"10679",0.9,"Very Good","H","VVS2",59.7,62,4842,6.2,6.23,3.71
"10680",1,"Very Good","H","VS2",63,59,4842,6.43,6.34,4.02
"10687",1,"Good","F","SI1",63.8,57,4844,6.21,6.29,3.99
"10692",1.2,"Ideal","I","VS2",62.6,57,4844,6.74,6.67,4.2
"10693",1.05,"Good","H","SI1",59.2,60,4845,6.59,6.62,3.91
"10695",1.03,"Ideal","E","SI2",62.3,56,4845,6.52,6.44,4.04
"10703",0.9,"Good","H","VVS1",63.8,59,4847,6.09,6.13,3.9
"10705",1.03,"Very Good","I","SI1",63,55,4848,6.37,6.42,4.03
"10709",0.96,"Fair","F","SI1",60.7,65,4849,6.43,6.28,3.86
"10711",0.31,"Premium","G","SI1",60.4,58,593,4.42,4.39,2.66
"10714",0.31,"Premium","D","SI2",60.1,60,593,4.41,4.38,2.64
"10726",0.31,"Premium","D","SI2",62.9,59,593,4.31,4.28,2.7
"10738",0.33,"Premium","I","VS2",61.1,59,594,4.44,4.4,2.7
"10747",1,"Very Good","F","SI1",62.8,59,4851,6.32,6.36,3.98
"10749",1.02,"Ideal","F","SI2",62.6,56,4851,6.38,6.44,4.01
"10751",1.12,"Very Good","G","SI2",60.2,59,4852,6.7,6.85,4.08
"10754",1.01,"Very Good","F","SI2",62.7,55,4853,6.32,6.4,3.99
"10757",1.01,"Premium","E","SI1",62.9,59,4853,6.38,6.3,3.99
"10762",1.01,"Ideal","E","SI1",60.7,57,4853,6.52,6.49,3.95
"10763",1.01,"Premium","E","SI1",59.6,59,4853,6.53,6.46,3.87
"10768",1.11,"Ideal","J","VS1",61.7,57,4854,6.67,6.72,4.13
"10776",1.23,"Premium","J","VS2",62.7,58,4856,6.81,6.77,4.26
"10808",1.08,"Premium","F","SI1",62.1,58,4864,6.57,6.61,4.09
"10813",0.96,"Premium","E","SI1",60,60,4864,6.44,6.39,3.85
"10825",0.84,"Very Good","D","VS1",60.1,58,4869,6.12,6.15,3.69
"10837",1.09,"Ideal","H","SI1",62.2,56,4871,6.59,6.56,4.09
"10849",1.01,"Ideal","D","SI2",62.6,56,4872,6.4,6.34,3.99
"10850",1.01,"Premium","G","SI1",62.6,59,4872,6.38,6.3,3.97
"10855",1.13,"Premium","H","SI2",62.3,57,4873,6.68,6.65,4.15
"10863",1.02,"Very Good","H","SI1",61.2,57,4875,6.47,6.53,3.98
"10873",1.1,"Very Good","I","VS1",61,59,4878,6.65,6.67,4.06
"10878",1.05,"Premium","F","SI1",62.8,59,4879,6.43,6.4,4.03
"10886",1.21,"Premium","I","SI2",59.9,58,4879,6.94,6.91,4.15
"10893",1.17,"Ideal","J","SI1",62.3,55,4883,6.74,6.77,4.21
"10895",1.14,"Premium","G","SI2",60.4,59,4884,6.8,6.78,4.1
"10902",1.03,"Premium","E","SI2",62,59,4885,6.42,6.49,4
"10905",1.21,"Very Good","G","SI2",58.9,61,4887,6.91,6.98,4.09
"10906",1.01,"Ideal","I","VS2",61.3,53,4887,6.52,6.54,4
"10909",1.01,"Fair","G","VS2",64.4,58,4887,6.25,6.18,4
"10925",1.04,"Premium","I","VS1",61.6,56,4892,6.59,6.52,4.04
"10926",0.96,"Very Good","G","VS1",60.5,63,4892,6.32,6.28,3.81
"10930",0.8,"Very Good","E","VVS2",62.8,57,4893,5.93,5.95,3.73
"10932",1.23,"Very Good","J","VS2",62.9,59,4896,6.8,6.85,4.29
"10933",1.1,"Ideal","F","SI2",60.4,55,4897,6.77,6.73,4.08
"10936",0.9,"Good","F","VS1",62.8,60,4898,6.11,6.15,3.85
"10941",1.01,"Good","F","SI1",63.6,58,4899,6.31,6.37,4.03
"10945",1.01,"Good","F","SI1",63.5,59,4899,6.29,6.38,4.02
"10948",0.87,"Ideal","G","VS2",61.8,56,4899,6.11,6.13,3.78
"10952",1.03,"Ideal","H","SI1",62,56,4900,6.43,6.5,4.01
"10962",1.18,"Fair","F","SI2",55.9,64,4903,7.15,7.01,3.95
"10974",1.02,"Premium","D","SI2",62.5,59,4907,6.43,6.38,4
"10982",1.11,"Premium","I","SI1",60.6,59,4911,6.73,6.66,4.06
"10991",0.91,"Very Good","G","VVS2",62.1,60,4913,6.14,6.19,3.83
"10996",1.19,"Ideal","H","SI2",62,57,4914,6.77,6.81,4.21
"11000",0.9,"Premium","D","VS2",62.6,59,4914,6.17,6.14,3.85
"11001",1.17,"Good","I","SI1",63.6,61,4914,6.66,6.64,4.23
"11010",1.1,"Premium","H","SI1",63,58,4916,6.6,6.55,4.14
"11012",1.01,"Very Good","G","SI1",62.6,59,4916,6.38,6.3,3.97
"11018",0.59,"Ideal","D","IF",60.9,60,4916,5.41,5.39,3.29
"11020",1,"Good","E","SI1",59.3,61,4916,6.42,6.53,3.84
"11027",0.91,"Very Good","F","VS2",62.1,58,4917,6.19,6.24,3.86
"11031",0.9,"Ideal","D","SI1",61.8,57,4919,6.22,6.17,3.83
"11034",0.91,"Ideal","H","SI1",62.1,57,4919,6.18,6.21,3.85
"11036",1.09,"Good","H","SI1",63.6,56,4920,6.53,6.56,4.16
"11044",0.25,"Ideal","F","VS1",62.1,57,595,4.01,4.04,2.5
"11050",0.32,"Very Good","H","VVS2",62.4,56,596,4.35,4.37,2.72
"11054",0.32,"Very Good","I","VVS1",60.9,57,596,4.45,4.48,2.71
"11055",0.28,"Very Good","D","VVS1",60.3,62,596,4.22,4.24,2.55
"11080",1.02,"Ideal","H","SI1",61.9,57,4924,6.4,6.46,3.98
"11081",0.93,"Very Good","F","VS2",62.7,58,4925,6.21,6.27,3.91
"11085",0.81,"Ideal","F","VVS2",62.2,53.9,4926,5.97,6.01,3.72
"11097",1,"Premium","D","SI2",59.9,59,4928,6.48,6.44,3.87
"11100",1.27,"Ideal","J","SI2",61.2,55.7,4931,6.95,6.99,4.27
"11104",1.02,"Very Good","H","SI1",62.8,58,4932,6.37,6.43,4.02
"11113",1.14,"Very Good","G","SI2",59.5,59,4935,6.79,6.85,4.06
"11116",1.02,"Good","F","SI1",64.3,58,4936,6.28,6.32,4.05
"11117",1.13,"Premium","E","SI2",61.4,59,4936,6.78,6.7,4.14
"11122",0.71,"Ideal","F","VVS1",61.1,54,4937,5.78,5.84,3.55
"11124",1.29,"Very Good","G","SI2",63.3,61,4937,6.84,6.8,4.32
"11126",1,"Ideal","F","SI1",62.4,55,4939,6.45,6.37,4
"11128",0.9,"Very Good","H","VS1",63,55,4939,6.18,6.13,3.88
"11131",1.01,"Premium","D","SI2",61,62,4939,6.43,6.39,3.91
"11141",1,"Good","F","SI1",63.6,58,4939,6.31,6.27,4
"11144",1.13,"Ideal","I","VS2",62.3,56,4940,6.63,6.73,4.16
"11149",1.11,"Ideal","F","SI2",61.7,55,4942,6.66,6.63,4.1
"11150",1.07,"Premium","E","SI2",61.3,59,4943,6.58,6.64,4.05
"11153",1.01,"Premium","H","SI1",61.8,60,4943,6.44,6.38,3.96
"11159",1.21,"Premium","D","SI2",59.7,58,4946,7.06,6.96,4.19
"11165",1.14,"Premium","H","SI1",62.5,58,4948,6.71,6.67,4.18
"11178",1.26,"Good","I","SI2",63.7,58,4953,6.84,6.79,4.34
"11181",1.08,"Premium","F","SI1",62.1,58,4953,6.61,6.57,4.09
"11184",1.12,"Ideal","G","SI2",62.2,55,4955,6.68,6.64,4.14
"11187",1,"Ideal","D","SI2",61.5,56,4956,6.45,6.41,3.95
"11190",1.18,"Premium","H","SI2",61.6,57,4956,6.81,6.73,4.17
"11200",0.95,"Ideal","H","SI1",61.9,56,4958,6.31,6.35,3.92
"11207",1.01,"Premium","H","VS2",61.3,59,4959,6.44,6.48,3.96
"11211",1.15,"Premium","I","SI1",59.6,58,4959,6.86,6.82,4.08
"11220",1,"Very Good","F","SI1",59.4,60,4961,6.47,6.52,3.86
"11221",1,"Good","F","SI1",57.9,62,4961,6.55,6.58,3.8
"11222",1.1,"Ideal","I","VS2",61.8,56,4962,6.65,6.6,4.1
"11242",1.26,"Fair","G","SI2",53.2,61,4966,7.44,7.36,3.94
"11259",1.11,"Ideal","E","SI2",61.2,57,4969,6.7,6.74,4.11
"11270",1.06,"Very Good","E","SI2",62.1,56,4972,6.52,6.59,4.07
"11271",0.94,"Ideal","E","SI2",61.6,57,4972,6.29,6.31,3.88
"11272",1.14,"Premium","D","SI2",60.3,58,4972,6.79,6.71,4.07
"11273",1.01,"Fair","E","VS2",64.8,59,4972,6.34,6.26,4.08
"11274",1.11,"Very Good","H","SI2",63.2,58,4973,6.64,6.53,4.16
"11278",1.07,"Ideal","E","SI1",60.4,57,4973,6.62,6.56,3.98
"11284",1.05,"Premium","G","SI1",60.3,57,4974,6.64,6.59,3.99
"11289",0.9,"Very Good","H","VVS1",62.3,59,4977,6.09,6.15,3.81
"11292",1.01,"Premium","H","SI1",60.4,60,4977,6.55,6.47,3.93
"11294",1,"Very Good","H","VS2",60.7,60,4978,6.55,6.49,3.96
"11299",1.14,"Premium","H","SI1",59.2,58,4980,6.86,6.8,4.04
"11302",1.04,"Premium","H","SI1",62.6,59,4980,6.47,6.43,4.04
"11303",1.04,"Premium","H","SI1",59.5,58,4980,6.67,6.58,3.94
"11305",0.9,"Very Good","D","VS2",63.3,59,4981,6.12,6.17,3.89
"11312",1,"Premium","H","VS2",60.4,58,4984,6.51,6.46,3.92
"11314",1.15,"Premium","G","SI2",62.2,60,4985,6.69,6.66,4.15
"11317",1.05,"Very Good","I","VS2",63.2,59,4986,6.47,6.44,4.08
"11318",1.01,"Good","E","SI1",63.3,58,4986,6.37,6.39,4.04
"11319",1.01,"Very Good","E","SI1",62.6,57,4986,6.38,6.43,4.01
"11320",1.23,"Premium","J","VS2",62.9,59,4986,6.85,6.8,4.29
"11324",1.05,"Ideal","F","SI2",60.3,55,4987,6.55,6.68,3.99
"11328",1.08,"Ideal","E","SI2",61.7,57,4989,6.55,6.6,4.06
"11329",1.2,"Premium","I","SI2",60,58,4989,6.91,6.93,4.15
"11331",1.26,"Very Good","J","SI1",61.8,58,4989,6.88,6.91,4.26
"11334",0.83,"Ideal","G","VS1",62.1,55,4989,6.02,6.05,3.75
"11338",1.01,"Premium","F","SI1",59.5,62,4989,6.53,6.45,3.86
"11340",1.01,"Good","F","SI1",63.8,59,4989,6.32,6.29,4.02
"11345",1.01,"Good","F","SI1",57.8,58,4989,6.65,6.6,3.83
"11348",1.01,"Premium","F","SI1",61.8,59,4989,6.41,6.34,3.94
"11360",1.06,"Very Good","F","SI1",62.3,56,4995,6.5,6.57,4.07
"11361",1,"Very Good","H","SI1",62,54,4995,6.43,6.47,4
"11366",1.1,"Good","G","SI1",63.4,57,4997,6.52,6.55,4.14
"11368",1,"Ideal","G","SI1",61.9,56,4997,6.37,6.45,3.97
"11371",0.4,"Very Good","G","SI2",61.9,61,596,4.69,4.74,2.92
"11372",0.34,"Ideal","E","SI1",62.2,55,596,4.45,4.49,2.78
"11378",0.4,"Very Good","J","VS2",62.9,57,596,4.7,4.75,2.97
"11385",0.34,"Very Good","I","VVS2",61.3,57,596,4.49,4.52,2.76
"11387",0.34,"Premium","G","VS2",60.3,59,596,4.49,4.53,2.72
"11388",0.34,"Ideal","H","VS1",62.7,55,596,4.48,4.51,2.82
"11391",0.34,"Ideal","E","SI1",62.3,57,596,4.48,4.51,2.8
"11393",0.34,"Ideal","E","SI1",60.7,57,596,4.48,4.51,2.73
"11397",0.34,"Very Good","E","SI1",59.6,57,596,4.52,4.61,2.72
"11402",1.04,"Premium","H","SI1",61,58,4999,6.54,6.6,4.01
"11404",1,"Very Good","H","VS2",63.3,53,5000,6.42,6.37,4.05
"11417",1.16,"Ideal","E","SI2",62.7,56,5001,6.69,6.73,4.21
"11421",0.9,"Premium","D","VS2",62.6,59,5001,6.14,6.17,3.85
"11422",1.07,"Ideal","I","SI1",61.7,56.1,5002,6.57,6.59,4.06
"11424",1.2,"Ideal","J","SI1",62.1,55,5002,6.81,6.84,4.24
"11427",1.01,"Very Good","E","SI1",63.4,59,5002,6.38,6.34,4.03
"11428",1.01,"Very Good","E","SI1",63.1,60,5002,6.37,6.34,4.01
"11433",1.17,"Premium","H","SI1",62.3,57,5004,6.75,6.71,4.19
"11441",1.14,"Ideal","E","SI2",62.6,56,5005,6.69,6.63,4.17
"11455",0.8,"Ideal","E","VS1",61.8,56,5007,5.92,5.96,3.67
"11457",1.02,"Premium","H","VS2",60.4,59,5008,6.52,6.55,3.95
"11458",1.14,"Premium","I","VS2",62.8,60,5008,6.68,6.59,4.17
"11460",1.15,"Ideal","G","VS2",62.2,54,5008,6.74,6.65,4.17
"11461",1,"Very Good","I","VS1",61.1,59.9,5009,6.37,6.41,3.9
"11474",0.9,"Ideal","H","VS1",62.1,56,5013,6.15,6.2,3.83
"11478",1.13,"Very Good","F","SI2",59.1,59,5014,6.81,6.87,4.04
"11492",1.13,"Very Good","F","SI1",61,58,5017,6.69,6.75,4.1
"11496",1.03,"Ideal","H","SI1",59.8,57,5018,6.64,6.57,3.95
"11498",1.12,"Ideal","G","SI2",61.5,57,5018,6.74,6.68,4.13
"11506",1.06,"Very Good","H","SI1",62.6,58,5020,6.4,6.51,4.04
"11508",1.01,"Ideal","I","SI1",62.5,56,5020,6.4,6.36,3.99
"11513",1.03,"Ideal","D","SI2",62.5,55,5021,6.41,6.48,4.03
"11519",0.92,"Ideal","E","VS1",62.6,57,5023,6.18,6.13,3.85
"11520",1.03,"Very Good","G","SI1",62.6,56,5024,6.41,6.44,4.02
"11524",1.24,"Premium","J","VS2",61.4,59,5026,6.91,6.83,4.22
"11527",1.32,"Premium","E","I1",62.2,58,5027,7.05,6.97,4.36
"11528",1.07,"Ideal","F","SI2",60.7,56.9,5027,6.62,6.65,4.02
"11542",1.21,"Good","I","VS2",64.1,61,5028,6.7,6.66,4.28
"11551",1.07,"Ideal","H","SI1",60.9,57,5031,6.61,6.68,4.05
"11555",1.14,"Very Good","F","SI2",59.2,63,5033,6.78,6.86,4.04
"11558",1.07,"Premium","E","SI2",61.3,59,5033,6.64,6.58,4.05
"11573",1.02,"Premium","F","SI1",59.2,58,5038,6.53,6.5,3.86
"11584",1.5,"Fair","I","I1",65.1,59,5040,7.12,6.96,4.58
"11592",1.11,"Very Good","D","SI2",61.3,60,5042,6.54,6.6,4.03
"11594",1.09,"Ideal","E","SI2",61.7,58,5042,6.58,6.62,4.07
"11596",1.22,"Premium","J","SI1",61.9,58,5042,6.87,6.84,4.24
"11602",1.08,"Premium","G","SI1",59.4,60,5044,6.7,6.63,3.96
"11610",1.05,"Very Good","H","SI1",60.2,62,5047,6.52,6.57,3.94
"11611",1.3,"Very Good","J","SI2",61.1,61,5047,6.95,7,4.26
"11612",1.02,"Very Good","H","SI1",64.4,59,5047,6.24,6.36,4.06
"11615",1.06,"Very Good","H","SI1",59.1,58,5048,6.66,6.71,3.95
"11619",1.01,"Very Good","G","SI1",62.8,56,5049,6.35,6.43,4.01
"11630",1.01,"Good","G","VS2",60.2,65,5050,6.55,6.48,3.92
"11631",1.13,"Ideal","H","SI1",62,57,5050,6.73,6.66,4.15
"11636",1.11,"Ideal","J","VS2",61.7,54,5051,6.64,6.69,4.11
"11644",0.65,"Ideal","D","VVS1",60.9,57,5052,5.58,5.61,3.41
"11652",1.01,"Very Good","H","VS1",59.6,58,5055,6.46,6.5,3.86
"11653",1.01,"Very Good","H","VS1",63,55,5055,6.35,6.41,4.02
"11654",1.01,"Good","D","SI1",63.9,60,5055,6.29,6.32,4.03
"11655",1.02,"Ideal","E","SI1",60.7,57,5055,6.55,6.51,3.97
"11659",1.07,"Premium","H","SI1",62.2,57,5055,6.57,6.48,4.06
"11664",0.91,"Premium","E","VS2",61.1,58,5055,6.28,6.2,3.81
"11667",1.01,"Good","I","VS1",59,63.5,5056,6.5,6.57,3.86
"11671",0.91,"Premium","E","VS1",62.7,59,5057,6.15,6.19,3.87
"11683",1.13,"Ideal","G","SI2",61.1,54,5062,6.77,6.74,4.13
"11686",1.22,"Premium","H","SI1",60.6,58,5063,6.91,6.86,4.17
"11688",1.03,"Ideal","H","SI1",62,57,5063,6.53,6.47,4.03
"11699",0.9,"Good","E","VS1",62.2,60,5068,6.12,6.16,3.82
"11700",1.29,"Very Good","J","VS2",61.3,60,5068,6.96,6.98,4.27
"11707",0.34,"Premium","G","VS2",61,58,596,4.46,4.49,2.73
"11708",0.34,"Ideal","G","VS2",61.5,57,596,4.47,4.51,2.76
"11722",0.34,"Ideal","E","SI1",61.8,56,596,4.45,4.48,2.76
"11727",0.34,"Ideal","G","VS2",61.4,57,596,4.48,4.51,2.76
"11728",0.34,"Ideal","G","VS2",61.7,56,596,4.48,4.53,2.78
"11735",1.04,"Very Good","G","SI1",61.8,59,5070,6.49,6.55,4.03
"11741",1.05,"Very Good","H","SI1",63.2,59,5072,6.39,6.46,4.06
"11742",1.25,"Premium","J","SI1",62,58,5073,6.88,6.9,4.27
"11745",1.51,"Fair","I","I1",65.7,61,5074,7.08,7.02,4.63
"11747",1.06,"Premium","H","SI1",61,58,5075,6.61,6.57,4.02
"11748",1.03,"Premium","D","SI2",60.6,60,5076,6.52,6.46,3.93
"11753",1.16,"Ideal","G","SI2",61.6,55,5078,6.78,6.8,4.18
"11756",1.01,"Very Good","F","SI1",62.7,56,5078,6.39,6.36,4
"11764",0.9,"Ideal","G","VS1",62.5,57,5080,6.18,6.13,3.84
"11769",1,"Very Good","E","SI1",61.1,60,5082,6.42,6.47,3.94
"11772",1.2,"Very Good","J","SI1",62.5,58,5082,6.74,6.79,4.23
"11788",1.04,"Premium","G","SI1",61.4,57,5086,6.56,6.5,4.01
"11794",1.12,"Very Good","G","SI1",62.5,58,5088,6.6,6.64,4.14
"11798",1.1,"Premium","G","SI1",62.3,58,5088,6.61,6.55,4.1
"11802",1.1,"Premium","D","SI2",61.5,60,5088,6.64,6.58,4.06
"11803",1,"Ideal","G","SI1",61.9,56,5088,6.45,6.37,3.97
"11808",1.04,"Premium","H","SI1",61,58,5090,6.6,6.54,4.01
"11809",1.01,"Premium","F","SI1",62.9,58,5090,6.43,6.35,4.02
"11813",1.16,"Ideal","I","SI1",62.6,57,5091,6.71,6.67,4.19
"11821",1.16,"Ideal","E","SI2",62.7,56,5093,6.73,6.69,4.21
"11822",1.07,"Ideal","I","SI1",61.7,56,5093,6.59,6.57,4.06
"11823",1.12,"Good","H","SI1",59.8,61,5094,6.72,6.85,4.06
"11835",1.21,"Premium","J","VS2",61.9,59,5096,6.84,6.77,4.21
"11836",1,"Premium","D","SI1",62.2,58,5096,6.28,6.23,3.89
"11842",1.01,"Ideal","I","VS2",62,54,5099,6.43,6.47,4
"11844",1.31,"Very Good","J","SI2",61.8,59,5100,6.96,7.02,4.32
"11846",0.95,"Very Good","D","SI1",63.7,55,5101,6.2,6.24,3.96
"11850",1.04,"Premium","H","VVS1",60.4,58,5102,6.58,6.53,3.96
"11862",1.03,"Ideal","D","SI2",61.8,54,5105,6.52,6.46,4.01
"11863",1.03,"Premium","H","SI1",59.2,60,5105,6.62,6.58,3.91
"11867",1.01,"Very Good","F","SI1",62,56,5107,6.41,6.47,3.99
"11871",1.26,"Premium","J","VS2",62.5,58,5107,6.92,6.9,4.32
"11878",1.25,"Good","J","SI1",63.6,57,5110,6.86,6.81,4.35
"11880",1.21,"Very Good","I","SI2",62,56,5111,6.79,6.86,4.23
"11887",1,"Very Good","E","SI1",63.3,57,5113,6.28,6.32,3.99
"11893",1.02,"Ideal","F","SI2",62.9,58,5115,6.34,6.42,4.01
"11894",1.2,"Very Good","G","SI2",62.6,60,5116,6.68,6.74,4.2
"11900",1.12,"Premium","I","VS2",61.9,58,5119,6.68,6.63,4.12
"11910",0.9,"Ideal","F","SI1",61,56,5122,6.17,6.19,3.77
"11913",0.9,"Very Good","D","SI1",62.3,53,5123,6.2,6.22,3.87
"11915",1.07,"Premium","H","SI1",61.5,57,5123,6.63,6.55,4.05
"11921",1.22,"Ideal","I","SI1",62.5,56,5124,6.82,6.79,4.25
"11924",1.09,"Ideal","H","SI1",62.5,56,5125,6.53,6.58,4.1
"11926",1.15,"Ideal","J","VS2",60.7,55,5125,6.77,6.83,4.13
"11938",1.05,"Ideal","H","SI1",62.4,57,5128,6.49,6.52,4.06
"11946",1.01,"Good","E","SI1",63.7,58,5132,6.32,6.36,4.04
"11947",1.01,"Very Good","D","SI1",61.5,54,5132,6.4,6.47,3.96
"11958",0.9,"Very Good","G","VS1",61.4,57,5135,6.2,6.24,3.82
"11967",1,"Ideal","H","VS2",62.5,56,5139,6.41,6.33,3.98
"11968",1.33,"Fair","F","SI2",64.5,58,5139,6.97,6.86,4.46
"11972",1.01,"Ideal","F","SI1",62.3,55,5140,6.37,6.44,3.99
"11988",1.03,"Ideal","G","SI1",60.3,58,5143,6.57,6.62,3.98
"11995",1.01,"Ideal","D","SI1",62.4,54,5147,6.52,6.38,4.03
"11996",1.03,"Ideal","G","SI1",61.1,57,5147,6.54,6.58,4.01
"11997",1.13,"Very Good","E","SI2",63.4,59,5147,6.53,6.59,4.16
"11999",1.01,"Good","D","SI1",63.9,60,5147,6.32,6.29,4.03
"12019",1,"Premium","F","SI1",61.8,58,5151,6.44,6.37,3.96
"12025",1,"Premium","F","SI1",62.1,59,5152,6.39,6.36,3.96
"12029",1.18,"Ideal","I","SI1",62.1,56,5154,6.79,6.77,4.21
"12031",0.34,"Ideal","G","VS2",62.2,55,596,4.47,4.5,2.79
"12033",0.34,"Ideal","G","VS2",61,57,596,4.48,4.5,2.74
"12034",0.34,"Premium","G","VS2",61.8,58,596,4.47,4.5,2.77
"12040",0.34,"Premium","G","VS2",60.2,58,596,4.52,4.55,2.73
"12051",0.34,"Good","I","VVS2",63.1,56,596,4.43,4.47,2.81
"12054",0.34,"Premium","G","VS2",61.6,58,596,4.45,4.51,2.76
"12060",0.26,"Very Good","E","VVS2",63,58,597,4.08,4.11,2.58
"12062",1.01,"Ideal","F","SI2",62.4,54,5154,6.41,6.44,4.01
"12069",1.08,"Very Good","H","VS2",62.2,57,5155,6.5,6.55,4.06
"12075",1.62,"Premium","J","SI2",61.8,59,5157,7.48,7.44,4.61
"12095",1.09,"Ideal","D","SI2",62.1,56,5164,6.56,6.59,4.08
"12096",1.09,"Premium","D","SI2",61.2,60,5164,6.6,6.64,4.05
"12110",1.01,"Premium","H","VS2",61.6,59,5166,6.39,6.41,3.94
"12118",1.07,"Ideal","I","VS2",60.6,59,5167,6.64,6.62,4.02
"12119",1.09,"Good","F","SI2",60.8,61.4,5167,6.59,6.64,4.02
"12120",0.91,"Premium","G","VVS2",61.8,58,5167,6.24,6.16,3.83
"12137",1.08,"Ideal","I","VS2",61.9,57,5172,6.54,6.61,4.07
"12144",1.01,"Very Good","F","SI1",61,57,5174,6.44,6.54,3.96
"12145",1.2,"Ideal","I","SI1",62.2,56,5174,6.75,6.73,4.19
"12156",1,"Very Good","E","SI1",63.1,59,5175,6.34,6.4,4.02
"12172",1.18,"Ideal","J","VS1",61.4,56,5182,6.79,6.82,4.18
"12177",1.02,"Premium","E","SI1",62.6,58,5183,6.44,6.47,4.05
"12183",1.01,"Ideal","F","SI1",62,57,5184,6.38,6.42,3.97
"12185",1.21,"Premium","G","SI2",59.1,55,5184,7.04,6.98,4.14
"12190",1.09,"Premium","D","SI2",60.3,60,5186,6.68,6.61,4.01
"12192",1.31,"Very Good","I","SI2",59.6,60,5187,7.09,7.17,4.25
"12196",1.04,"Ideal","H","VS2",61,57,5189,6.56,6.53,3.99
"12202",1.18,"Premium","G","SI2",62.5,54,5190,6.81,6.78,4.25
"12204",1.15,"Premium","H","VS2",60.2,58,5191,6.86,6.8,4.11
"12210",1.22,"Very Good","H","SI2",63.1,59,5192,6.81,6.75,4.28
"12215",1.06,"Ideal","H","SI1",61.4,55,5194,6.62,6.58,4.05
"12219",1,"Premium","F","SI1",62.3,59,5197,6.37,6.43,3.99
"12225",1,"Premium","F","SI1",61.6,60,5197,6.31,6.41,3.9
"12234",1.19,"Fair","I","SI1",64.9,58,5198,6.64,6.55,4.28
"12239",1.04,"Ideal","I","VS1",62.4,57,5199,6.44,6.48,4.03
"12248",1.01,"Premium","H","SI1",61.8,59,5204,6.38,6.33,3.93
"12257",1.01,"Ideal","E","SI1",61.6,57,5206,6.44,6.49,3.98
"12258",1.03,"Ideal","I","VS1",60.9,56,5206,6.52,6.59,3.99
"12262",1.16,"Ideal","I","VS2",61.5,57,5207,6.75,6.78,4.16
"12265",1,"Premium","H","VS2",59.3,61,5208,6.47,6.45,3.83
"12270",1,"Good","H","VS2",56.9,63,5208,6.6,6.57,3.75
"12284",1.36,"Very Good","J","SI2",62.6,58,5215,7,7.12,4.42
"12288",1.23,"Very Good","J","VS2",62.9,58,5217,6.75,6.83,4.27
"12291",1.02,"Premium","H","VS2",61.2,58,5217,6.47,6.5,3.97
"12295",0.9,"Very Good","F","VS2",61.8,57,5218,6.16,6.23,3.83
